Question_codes,Question_codes(pt),Question_text,Question_text(pt),Question_conversion,Category,Subcategory,Group,Subgroup,Base_unit,Row
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cheese - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cheese.-.Quantity.(in.cl)",Fermented_food_Cheese_Quantity_cL,Diet,Fermented_food,Cheese,Quantity,cL,
50 - Q64 - Unit of time,X50...Q64...Unit.of.time,"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cheese - Unit of time","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cheese.-.Unit.of.time",Fermented_food_Cheese_Time,Diet,Fermented_food,Cheese,Time,,
50 - Q64 - Quantity (in grams),X50...Q64...Quantity.(in.grams),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cider - Quantity (in grams)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cider.-.Quantity.(in.grams)",Fermented_food_Cider_Quantity_g,Diet,Fermented_food,Cider,Quantity,g,
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cider - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cider.-.Quantity.(in.cl)",Fermented_food_Cider_Quantity_cL,Diet,Fermented_food,Cider,Quantity,cL,
50 - Q64 - Unit of time,X50...Q64...Unit.of.time,"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cider - Unit of time","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cider.-.Unit.of.time",Fermented_food_Cider_Time,Diet,Fermented_food,Cider,Time,,
50 - Q64 - Quantity (in grams),X50...Q64...Quantity.(in.grams),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cultured milk and yoghurt - Quantity (in grams)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cultured.milk.and.yoghurt.-.Quantity.(in.grams)",Fermented_food_Cultured_milk_yoghurt_Quantity_g,Diet,Fermented_food,Cultured_milk_yoghurt,Quantity,g,
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cultured milk and yoghurt - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cultured.milk.and.yoghurt.-.Quantity.(in.cl)",Fermented_food_Cultured_milk_yoghurt_Quantity_cL,Diet,Fermented_food,Cultured_milk_yoghurt,Quantity,cL,
50 - Q64 - Unit of time,X50...Q64...Unit.of.time,"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Cultured milk and yoghurt - Unit of time","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Cultured.milk.and.yoghurt.-.Unit.of.time",Fermented_food_Cultured_milk_yoghurt_Time,Diet,Fermented_food,Cultured_milk_yoghurt,Time,,
50 - Q64 - Quantity (in grams),X50...Q64...Quantity.(in.grams),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Curd - Quantity (in grams)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Curd.-.Quantity.(in.grams)",Fermented_food_Curd_Quantity_g,Diet,Fermented_food,Curd,Quantity,g,
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Curd - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Curd.-.Quantity.(in.cl)",Fermented_food_Curd_Quantity_cL,Diet,Fermented_food,Curd,Quantity,cL,
50 - Q64 - Unit of time,X50...Q64...Unit.of.time,"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Curd - Unit of time","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Curd.-.Unit.of.time",Fermented_food_Curd_Time,Diet,Fermented_food,Curd,Time,,
50 - Q64 - Quantity (in grams),X50...Q64...Quantity.(in.grams),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Fermented sausage. - Quantity (in grams)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Fermented.sausage..-.Quantity.(in.grams)",Fermented_food_Fermented_sausage_Quantity_g,Diet,Fermented_food,Fermented_sausage,Quantity,g,
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Fermented sausage. - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Fermented.sausage..-.Quantity.(in.cl)",Fermented_food_Fermented_sausage_Quantity_cL,Diet,Fermented_food,Fermented_sausage,Quantity,cL,
50 - Q64 - Unit of time,X50...Q64...Unit.of.time,"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Fermented sausage. - Unit of time","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Fermented.sausage..-.Unit.of.time",Fermented_food_Fermented_sausage_Time,Diet,Fermented_food,Fermented_sausage,Time,,
50 - Q64 - Quantity (in grams),X50...Q64...Quantity.(in.grams),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Kefir/Kephir - Quantity (in grams)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Kefir/Kephir.-.Quantity.(in.grams)",Fermented_food_Kefir_Quantity_g,Diet,Fermented_food,Kefir,Quantity,g,
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Kefir/Kephir - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Kefir/Kephir.-.Quantity.(in.cl)",Fermented_food_Kefir_Quantity_cL,Diet,Fermented_food,Kefir,Quantity,cL,
50 - Q64 - Unit of time,X50...Q64...Unit.of.time,"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Kefir/Kephir - Unit of time","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Kefir/Kephir.-.Unit.of.time",Fermented_food_Kefir_Time,Diet,Fermented_food,Kefir,Time,,
50 - Q64 - Quantity (in grams),X50...Q64...Quantity.(in.grams),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Kimchi - Quantity (in grams)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Kimchi.-.Quantity.(in.grams)",Fermented_food_Kimchi_Quantity_g,Diet,Fermented_food,Kimchi,Quantity,g,
50 - Q64 - Quantity (in cl),X50...Q64...Quantity.(in.cl),"Which fermented foods do you consume? Please indicate the quantity as cl per unit of time or as grams per unit of time. Fill in the quantity column of your choice using numerical values only. In the last column, indicate if you consume these beverages daily, weekly or monthly with &#39;d&#39;, &#39;w&#39; and &#39;m&#39; respectively.  Kimchi - Quantity (in cl)","Which.fermented.foods.do.you.consume?.Please.indicate.the.quantity.as.cl.per.unit.of.time.or.as.grams.per.unit.of.time..Fill.in.the.quantity column.of.your.choice.using.numerical.values.only..In.the.last.column,.indicate.if.you.consume.these.beverages.daily,.weekly.or.monthly.with.&#39;d&#39;,.&#39;w&#39;.and.&#39;m&#39;.respectively. .Kimchi.-.Quantity.(in.cl)",Fermented_food_Kimchi_Quantity_cL,Diet,Fermented_food,Kimchi,Quantity,cL,
